2020.emnlp-main.380	Mota,English
2021.ranlp-1.12	Portuguese,Slovene,Czech,English,Italian,Estonian,Bulgarian,Maltese,Romanian,Polish,German,Hungarian,Lithuanian,Greek,Croatian,Spanish,Swedish,French,Slovak,Latvian,Finnish,Dutch,Danish
P12-3005	English,Italian,Polish
P12-3016	Lithuanian,Latvian,Apache,English,Romanian
W18-4928	Hungarian,Hindi
P13-1068	Hungarian,Croatian,Slovene,Bulgarian,Czech,English,Romanian,Estonian
S07-1043	English
P19-1161	German,Juang,Hebrew,Spanish,English,Italian,Arabic,French
2020.nlp4convai-1.10	
2022.semeval-1.215	German,Korean,Russian,Spanish,English,Dutch,Hindi,Chinese,Turkish,Romanian
W14-0137	Serbian,Greek,Polish,Finnish,Bulgarian,Czech,Turkish,Romanian,Estonian
L00-1051	
2012.iwslt-evaluation.19	English,Romanian
L16-1399	Portuguese,Croatian,Polish,Russian,Bulgarian,Czech,English,Romanian,French,Arabic
S07-1044	English
W16-5615	English
2020.nlp4convai-1.12	
L04-1254	
P02-1040	English,French,Chinese
2012.eamt-1.36	Croatian,Latin,Slovene,Czech,English,Chinese,Saxon,Romanian
S07-1045	
D16-1122	Vietnamese
2020.nlp4convai-1.11	
N03-4001	English,Arabic
W14-1705	English,Romanian
W03-0302	English,French
S07-1046	
D11-1024	
2020.nlp4convai-1.13	
2004.jeptalnrecital-long.32	
L14-1569	
W12-3504	Vale,English,German
S07-1047	English
L18-1633	English,Chinese
L12-1611	
P03-1051	German,English,Dutch,Turkish,Arabic
W17-1716	Hungarian,Lithuanian,Greek,Hebrew,Slovene,Italian,Romanian,Polish
W03-0301	English,Romanian,French
S07-1049	
W18-5006	Finnish,English,Japanese,Danish,Swedish
2020.nlp4convai-1.14	English
W17-7405	English
W17-8001	
2008.eamt-1.4	Portuguese,German,Greek,Spanish,English,Dutch,Italian,French
W03-0303	English,Chinese
S07-1048	
2020.nlp4convai-1.15	Adi,English
P19-1167	English
N01-1004	
P98-1023	Korean,English,Japanese
C10-2174	English,German,French
W03-0304	Romanian,English,German,French
S07-1051	English
W00-1905	
2020.emnlp-main.50	Ukrainian
L04-1193	
W09-1301	
W03-0306	
S07-1050	English
2021.nlp4convai-1.2	
W16-5906	
2020.onion-1.4	English,Luxembourgish,French
L04-1118	
W17-8004	
W15-4201	Swedish
W03-0305	English,Romanian,French
S07-1052	
2021.nlp4convai-1.1	
E03-1085	French
W17-8003	
C98-1023	Korean,English,Japanese
W03-0307	English,French
S07-1053	English
L06-1378	
2021.nlp4convai-1.4	Portuguese,German,Spanish,English,Hindi,Chinese,Japanese,Turkish,French
I05-1043	Japanese
W09-4641	Hungarian,Danish
W17-8005	
W03-0310	Portuguese,German,Greek,Finnish,Spanish,English,Italian,Turkish,French
S07-1054	English,Chinese
2021.nlp4convai-1.3	Japanese
L02-1351	
W17-8006	
2005.sigdial-1.8	English,Japanese
W03-0311	English,Japanese
S07-1055	English
W09-1304	English
2021.nlp4convai-1.5	English
W10-4010	Deg,German,Greek,Hebrew,Russian,English,Arabic
L02-1353	
W17-8007	
W01-0909	
W03-0309	Romanian
S07-1056	English,Chinese
W09-1302	
W03-2706	
L02-1352	
W17-8009	
2021.nlp4convai-1.6	Lala,English,German
W03-0312	English,Japanese
S07-1057	English
L02-1071	
2009.mtsummit-posters.3	English,French
2021.nlp4convai-1.7	English,Chinese
O02-2005	Chinese
W09-1303	
2022.eamt-1.54	Luxembourgish,Ukrainian,Russian,Danish,Chinese,Romanian
W17-8008	
C02-1147	
W03-0313	English,French
S07-1058	English
W09-1305	
L04-1501	
W00-1508	
L02-1354	
W17-8010	
2021.nlp4convai-1.8	
W03-0314	English,Miyako,Japanese,Chinese,French
S07-1059	
2012.iwslt-keynotes.2	
2021.nlp4convai-1.12	English,Hungarian
W03-0315	English,French,Chinese
S07-1062	
2020.globalex-1.12	Spanish,English,Dutch,Italian,Romanian
N04-3010	German,Croatian,Thai,Spanish,English,Japanese,Chinese,Turkish,French
W17-8011	
2021.nlp4convai-1.11	
W03-0317	Spanish,English,Pinyin,Chinese
S07-1060	
2020.lrec-1.337	Romanian
2021.nlp4convai-1.13	English
D19-5557	
R17-1016	
2020.nlp4convai-1.9	
S07-1042	
R13-1091	German,Spanish,English,Dutch,Romanian,French
2020.nlp4convai-1.8	English,Italian
S07-1041	Italian
2009.mtsummit-posters.1	Spanish,English,German,Japanese
C88-2156	
L02-1325	
2020.computerm-1.10	English,Polish
R13-1003	
2020.computerm-1.11	German
2012.iwslt-evaluation.3	German,English,Chinese,Arabic,French
P03-1061	Japanese
R13-1004	Korean,Chinese,Japanese,Arabic
2020.computerm-1.13	English,Dutch,French
L02-1326	
2012.iwslt-evaluation.4	English,French
R13-1002	English,Arabic
2020.computerm-1.15	English,Dutch,French
L02-1328	
2012.iwslt-evaluation.5	German,Slovak,Polish,Russian,English,Dutch,Chinese,Turkish,Romanian,Arabic,French
R13-1005	Arabic
2020.iwltp-1.5	Greek,Swedish,Estonian,Czech
2012.iwslt-evaluation.6	German,English,Turkish,Arabic,French
C02-2019	Japanese
R13-1007	German,Spanish,English,Italian,Chinese,Romanian,French
2020.iwltp-1.1	Portuguese,Apache
2012.iwslt-evaluation.7	German,English,Chinese,Arabic,French
W09-1307	Qiang,Bo
C92-4207	English
R13-1006	English,French,Arabic
2020.iwltp-1.2	
2012.iwslt-evaluation.8	English,Chinese
W13-1204	English
R13-1009	English
2012.iwslt-evaluation.9	English
W11-4616	
R13-1008	Italian,Chinese
2012.iwslt-evaluation.10	English,German,French
W10-1105	
R13-1010	
2020.iwltp-1.6	Portuguese,Icelandic,Apache,Spanish,English,Norwegian,French
H05-2012	
2012.iwslt-evaluation.11	English,German
R13-1014	English,German,French
2020.iwltp-1.7	German,Hungarian,Russian,Czech,Spanish,English,Dutch,Chinese,Polish,French
2012.iwslt-evaluation.12	English,Japanese,Chinese
I17-1038	German,Greek,Croatian,Latvian,Finnish,Russian,Bulgarian,Czech,English,Romanian,Estonian
2009.mtsummit-posters.18	English,French
C02-1165	
R13-1012	German,English,Dutch,Romanian,Serbian,French
2020.iwltp-1.8	Korean,Spanish,English,Japanese,French
2012.iwslt-evaluation.13	Chinese,English,French,Arabic
C86-1129	English,German,French
W06-3001	English,German
R13-1011	English,German,French
L10-1493	
2020.iwltp-1.9	German,Sherpa
R13-1013	French
2020.iwltp-1.10	
2012.iwslt-evaluation.14	English,French,Arabic
Y95-1026	English
R13-1015	Hebrew,English
2020.iwltp-1.11	
2012.iwslt-evaluation.15	English,Chinese
2009.mtsummit-posters.15	Russian,Spanish,English,Chinese,Arabic,French
E99-1043	
R13-1016	English,Czech
W09-1306	
2012.iwslt-evaluation.16	
2020.iwltp-1.12	Apache,German
J78-3004	
R13-1017	English,Finnish,Hungarian,Turkish
2020.iwltp-1.14	French,Sonia
2012.iwslt-evaluation.17	English,Polish,Arabic
2012.iwslt-evaluation.18	English,Chinese
C94-2190	
R13-1020	Spanish,English,German
2020.iwltp-1.15	Korean,Latvian,English,German
S07-1110	
C00-2136	
R13-1018	Portuguese,Latin,Romanian,French
L02-1324	
2022.lchange-1.1	German,Latin,Carrier,English,Dutch,Italian,French
R13-1001	English,Arabic
2020.computerm-1.9	English,Italian
2012.iwslt-evaluation.1	Portuguese,German,Slovak,Slovene,Polish,Russian,English,Dutch,Chinese,Turkish,Romanian,Arabic,French
2020.lrec-1.319	English,Japanese,Ainu
2020.computerm-1.8	Croatian,English,Slovene
W09-1325	
W09-1317	English,Ono
2009.mtsummit-posters.12	German,Spanish,English,Italian,Japanese,Chinese,Arabic,French
2021.acl-demo.24	
W15-5310	Serbian,Bulgarian,Czech,English,Turkish,Romanian,Polish
2018.gwc-1.9	Spanish,English
W09-4637	Latvian,English
S07-1001	Basque,Catalan,Spanish,English,Italian
2020.acl-main.247	
2016.gwc-1.26	Serbian,Croatian,Polish,Bulgarian,Czech,English,Turkish,Romanian,Estonian
L08-1259	
N19-1327	
S07-1003	English
2021.emnlp-main.148	Russian,French
P93-1015	Sanskrit,English,Hungarian,Hindi
D19-3006	English
W13-2905	Bulgarian Sign Language,English,American Sign Language,Bulgarian
W07-2424	German,Lithuanian,Latvian,Russian,English,Estonian,French
S07-1002	Spanish,English
P18-1147	English,Japanese,French
W13-2417	Serbian,Croatian,Bulgarian,Czech,English,Romanian,Polish
W12-0102	Lithuanian,Korean,English,Maia,Estonian
S07-1004	English,Chinese
2021.codi-sharedtask.6	
D14-1066	English
W12-0110	German,Greek,Bulgarian,English,Romanian,Polish
N10-1054	English,Chinese
S07-1005	English
P83-1025	
D14-1161	
E12-2002	German,Greek,Bulgarian,English,Romanian,Polish
N09-1001	
S07-1006	English,Italian
2009.mtsummit-posters.4	Basque,German,Catalan,Spanish,Hindi,Galician
2009.mtsummit-posters.6	English,French
C12-1058	
W12-4212	Latin,Bulgarian,English,Japanese,Chinese,Turkish,French
L12-1473	
W09-1311	English,French
S07-1008	Spanish,English,Catalan
2009.mtsummit-posters.7	
2020.emnlp-main.686	English
W13-5002	Apache,Chinese
W09-4004	Greek,Latin,Bulgarian,English,Turkish,Romanian,Serbian,French
C08-1104	English
S07-1007	English
C80-1093	
W08-1207	English
L12-1334	
P05-1007	English
S07-1009	English
L10-1218	
J04-1005	
S07-1010	English,Chinese
2022.eamt-1.44	Russian,English,German,Estonian
L10-1490	
N03-2032	Spanish
S07-1012	Spanish,English
L02-1331	
W09-1308	
W07-1708	English,Bulgarian
2009.mtsummit-posters.26	English,Japanese,Chinese
W02-0205	
S07-1011	English,Turkish
2021.wmt-1.81	English,Chinese
2022.bionlp-1.30	English,Romanian
W02-2116	
L16-1093	German,Hungarian,Latvian,English,French
S07-1013	English
2021.eacl-main.271	German,Lithuanian,Latvian,English,Estonian
L08-1247	
W98-1430	
2009.mtsummit-posters.5	English,French
2009.mtsummit-posters.9	English,French
S07-1015	English
2020.wmt-1.73	Latvian,English,Polish,Arabic
S07-1016	English
W09-1318	
2021.bea-1.23	
2021.nllp-1.2	Romanian,English,German,French
2020.wmt-1.15	English,Polish
S07-1014	
2020.acl-main.259	English
2021.smm4h-1.27	Spanish,Romanian
L02-1332	
2009.mtsummit-posters.27	English,Chinese
S07-1019	
2020.lrec-1.164	
2019.gwc-1.2	English,Romanian,Bulgarian
2019.gwc-1.22	English,Romanian,Ono
S07-1018	English
2020.coling-main.77	
2020.lrec-1.841	English
2020.eamt-1.60	German,Greek,Croatian,Spanish,English,Italian,Polish
W19-5008	Spanish,English,Romanian,French
S07-1017	Chinese,English,German,Arabic
W05-0836	English,French
L02-1329	
Y95-1022	Korean,English,Japanese,Chinese
W04-3002	Thai
R13-1064	Spanish,English
P12-3023	
D19-5702	German,Spanish,English,Dutch
W03-0319	English,French
S07-1086	English
W02-2029	
2022.nlp4convai-1.1	English
H05-1023	Chinese,English,Arabic
I08-8002	Thai,English,Japanese,Chinese
P12-3024	Spanish
R13-1068	Japanese,English,German,Italian
D19-5705	Spanish,English
W03-0320	English,French,Inuktitut
S07-1087	English
2021.nlp4convai-1.14	
W04-2705	
W08-0408	Chinese,English,Arabic
P00-1078	Thai,English,Chinese
P12-3025	English,Chinese
R13-1065	German,Slovak,Spanish,English,Turkish,French
D19-5704	Spanish,Basque
S07-1088	
2021.nlp4convai-1.15	
W09-1316	
L02-1330	
L10-1169	
L14-1333	
P12-3027	English,Chinese
R13-1066	Chinese,English,Arabic
W03-0321	
D19-5703	Spanish
S07-1089	
L08-1121	
2021.nlp4convai-1.16	
P12-3026	Asturian,German,Bengali,Spanish,English,Italian,Chinese,Turkish,French,Arabic
R13-1069	English,Japanese
W09-1319	
D19-5706	Spanish,English,Japanese,Chinese
L06-1516	
L04-1227	
S07-1090	English
2021.nlp4convai-1.18	English
W10-2410	Thai,English,Chinese
W18-5044	Japanese
P12-3028	Chinese
2009.mtsummit-posters.2	English,French
R13-1067	English
D19-5708	Spanish,Finnish,Turkish
W05-0801	English,French
L04-1228	
S07-1091	German,Latin,Spanish,English,Italian,Chinese,French
P06-2022	
L02-1333	
2021.nlp4convai-1.19	English,French
2020.lrec-1.56	Japanese
P12-3022	English,Japanese,Chinese
P12-3029	English,Russian,Chinese
R13-1070	English,Romanian,Russian
D19-5707	Spanish,English
W05-0803	English,German,Lü
S07-1092	English
2021.nlp4convai-1.20	German,Italian
L02-1334	
L00-1199	
W04-0203	English
R13-1071	Hungarian,Finnish,English,Turkish,Estonian
D19-5709	Spanish,English
W05-0802	English,Italian
S07-1093	French
2021.bsnlp-1.11	Ukrainian,Latin,Latvian,Finnish,Russian,Bulgarian,Czech,Slovene,English,Polish
2021.nlp4convai-1.21	
L02-1336	
W04-2311	English,Finnish,Russian,Czech
D15-1217	Japanese
R13-1072	
D19-5711	
W05-0804	English,French,Chinese
S07-1094	English
2020.lrec-1.414	German,Apache,Spanish,English,Italian,Chinese,Arabic,French
W03-2608	
L02-1335	
2021.nlp4convai-1.22	English,French
W18-5026	Korean,Picard,Japanese
R13-1073	English
D19-5712	
W05-0805	German,English,Dutch,Japanese,Oy,Arabic
S07-1096	
2020.lrec-1.407	Slovene,Czech,English,Italian,Norwegian,Estonian,Bulgarian,Maltese,Romanian,Polish,Serbian,German,Hungarian,Lithuanian,Greek,Croatian,Spanish,Swedish,French,Luxembourgish,Icelandic,Latvian,Dutch,Danish
2021.nlp4convai-1.23	
W03-1308	
W02-2120	English
L02-1337	
W03-1402	German,Italian
R13-1075	
D19-5710	
W05-0806	Serbian,German,Russian,Czech,Spanish,English,Polish
S07-1095	Spanish,English,Catalan
2021.eacl-demos.35	Latvian,English
L02-1338	
2021.nlp4convai-1.24	
W14-4310	Ito
D19-5713	
P12-3021	
R13-1098	Czech,Bulgarian,Catalan,Spanish,English,Dutch,Italian,Chinese
W05-0808	Bengali,Punjabi,Gujarati,English,Sinhala,Hindi,Tamil,Urdu,French
S07-1097	French
2021.gwc-1.31	Polish,Danish
2021.nlp4convai-1.25	English
L02-1339	
2019.gwc-1.16	Saxon,English,Danish
L02-1340	
2020.computerm-1.3	Spanish,Latin,English,Hungarian
R13-1076	English,French,Arabic
W05-0807	German,Thai,Czech,English,French
S07-1098	
L02-1327	
L12-1249	
L02-1341	
2022.nlp4convai-1.2	
2009.mtsummit-posters.25	English,Chinese
R13-1077	English
D19-5716	English
W05-0810	English,Inuktitut
S07-1099	English
2021.nlp4convai-1.26	English,Hindi,Chinese
L10-1476	
L02-1342	
L18-1378	English,Swedish,French,Danish
R13-1079	English,German
D19-5715	Spanish,English
W05-0809	Inuktitut,English,Hindi,Romanian,French
S07-1100	English
P03-2035	English,Japanese
2022.nlp4convai-1.4	English,Finnish
L16-1072	Portuguese,Czech,English,Italian,Estonian,Bulgarian,Maltese,Romanian,Polish,German,Hungarian,Lithuanian,Greek,Croatian,Spanish,Swedish,French,Slovak,Latvian,Finnish,Catalan,Dutch,Danish
L02-1343	
O08-3006	Spanish,English,German
2009.mtsummit-posters.24	English,Chinese
R13-1078	Romanian,English,Dutch,French
D19-5717	
W05-0811	English,Inuktitut
S07-1101	English
2021.nlp4convai-1.27	
L08-1285	
L02-1344	
2018.gwc-1.21	Danish
R13-1080	English
D19-5719	French
W05-0812	English,French,Inuktitut
S07-1102	English
2022.nlp4convai-1.5	
L08-1129	
L02-1345	
L16-1136	English,Danish
R13-1081	English
D19-5718	Spanish,English
W05-0814	English,Romanian,Arabic
S07-1103	
L04-1152	
L02-1346	
2016.gwc-1.30	Spanish,English,French,Danish
R13-1082	
D19-5720	Spanish,English
W05-0813	Romanian
S07-1104	
W97-0618	
R13-1063	English,Italian,French
2022.nlp4convai-1.3	
D19-5701	Spanish,English
W03-0318	English,Japanese
S07-1085	English
2021.nlp4convai-1.17	
P06-1067	Spanish,English,German,Arabic
S07-1084	English
2021.nlp4convai-1.10	Korean,Indonesian,English,Italian,Japanese,Chinese,French
D07-1029	English,Arabic
R13-1061	English
W03-0316	German,Korean,Spanish,Vietnamese,English,French
2018.jeptalnrecital-long.10	
L18-1191	Bulgarian,English,Romanian,Swedish,French
R13-1022	German,Latin,Apache,Spanish,English,Italian,Arabic
R13-1084	English,Sentinel
S07-1022	English
2018.jeptalnrecital-court.17	
P12-3003	English
R13-1023	English,Finnish,Hungarian,Turkish
R13-1099	Deg,English,Hungarian
S07-1023	English
2017.jeptalnrecital-long.13	
2020.globalex-1.2	English,Czech
R13-1086	English,Japanese,Bulgarian
P12-3001	English,Chinese
R13-1024	English,Dutch,French,Arabic
R13-1083	English
S07-1024	English
L16-1307	Latin,English,French
2020.globalex-1.1	Greek,Latin,English,Dutch
W10-4012	Japanese,English,French,Arabic
2020.lrec-1.546	English,Romanian,Russian
W09-1309	English,French
P12-3007	
R13-1025	Italian
S07-1025	Khmer,English
W09-1310	Chinese
2020.globalex-1.3	Portuguese,Greek,Latin,Czech,Spanish,English,Italian,Hindi,Persian,Albanian,Romanian,French
2016.jeptalnrecital-long.22	Chinese
P12-3002	
R13-1028	Thai,Finnish,Japanese,Chinese,Romanian,Lombard
R13-1087	Tal,English,Bulgarian
S07-1026	Chinese,English,German,Arabic
2020.globalex-1.4	Latin,Low German,German,Danish
2015.jeptalnrecital-long.9	
2011.jeptalnrecital-long.4	Au
P12-3004	English,Chinese
R13-1026	English,Dutch
R13-1088	Latin,Slovene,Bulgarian,Czech,Tatar,English,Macedonian,Serbian
S07-1027	
2020.globalex-1.5	German,Spanish,English,Dutch,Italian,French
2015.jeptalnrecital-long.7	
W09-1313	
P12-3006	Apache,Indonesian,Malay,English,Chinese
R13-1027	
E17-3009	Romanian,English,German,French
2020.globalex-1.6	Portuguese,Greek,Latin,English
S07-1029	
P15-1019	Latin
P12-3008	Polish,Czech
R13-1029	English
R13-1090	Portuguese,English
P82-1017	
S07-1028	
2020.globalex-1.7	Portuguese,Malay,English,Dutch,Hindi,Hawaiian,Chinese,Tamil,Sanskrit
D14-1199	Latin
P12-3009	
R13-1030	German,Czech,Araki,Spanish,English,Japanese
R13-1089	
S07-1030	
2020.globalex-1.8	Swedish,Danish
F14-1001	
P12-3013	
R13-1031	Portuguese,Basque,German,Hungarian,Greek,Hebrew,Latin,Finnish,Latvian,Czech,Slovene,Swedish,Spanish,English,Italian,Romanian,French,Arabic
R13-1092	English,Dutch
S07-1031	English,German
2020.globalex-1.9	English,Ottawa,Swedish
S13-2069	French
P12-3011	
R13-1032	English
R13-1093	Latin,French,Arabic
S07-1032	English
2020.globalex-1.10	English
O02-2004	Chinese
F14-1003	Au
P12-3010	English,Chinese
R13-1034	English,Persian
K18-3007	Frisian,Armenian,English,Welsh,Romanian
S07-1033	
L04-1148	
2020.globalex-1.13	Portuguese,Basque,German,Hungarian,Serbian,Slovene,Russian,Bulgarian,Spanish,English,Dutch,Italian,Danish,Estonian
P12-3015	German,Apache,English
R13-1033	
S07-1035	English,Chinese
K18-2017	English,Romanian,Japanese,Chinese
2020.globalex-1.11	Spanish,French
F13-1026	Au
P12-3012	German,Apache,English,Italian,French
R13-1035	
R13-1094	Apache,Lü
S07-1034	English
2020.globalex-1.15	Portuguese,Spanish,English,Italian,Romanian,French
F12-2003	
P12-3014	
R13-1036	
R13-1096	French
S07-1036	English
2020.globalex-1.14	German,Hungarian,Bavarian,Spanish,English
W04-2105	English,German,Japanese,French
P12-3017	English,Chinese
R13-1038	English
R13-1095	English
L12-1313	
S07-1037	English,Chinese
2020.globalex-1.16	German,Esperanto,Spanish,English,French
R13-1097	Chinese,English,Arabic
P12-3018	
R13-1037	Apache
R13-1085	English,French,Zulu
S07-1038	Spanish,English,Catalan
2020.globalex-1.17	Portuguese,Catalan,Spanish,English,French
W09-1323	English
2020.globalex-1.18	Portuguese,Spanish,English,French
2016.iwslt-1.20	Romanian,English,German,French
P12-3019	
R13-1039	English,Lama
S07-1039	
R17-1066	
I11-1081	English,French
K17-3018	Portuguese,Latin,Slovene,Czech,English,Italian,Japanese,Norwegian,Basque,Bulgarian,Turkish,Romanian,German,Korean,Greek,Hebrew,Russian,Latvian,Chinese,Danish
S07-1040	Latin
P12-3020	German
R13-1040	
W09-1322	
W19-5102	English,Romanian,Bulgarian
S07-1020	English,Chinese
R13-1021	English,Dutch
S07-1021	English
2020.lrec-1.464	Hungarian,Slovak,Croatian,Bulgarian,English,Romanian,Polish
R13-1019	Latin,Apache,Italian,Romanian,French
W09-1320	English,Welsh
W19-5119	German,Spanish,English,Dutch
2012.iwslt-evaluation.20	English,Arabic
W15-2005	Danish
W19-6732	Portuguese,Basque,Galician,German,Catalan,Spanish,English,Italian,French
S07-1107	
2022.eamt-1.60	Hungarian,Slovak,Croatian,Bulgarian,Romanian,Polish
W11-1217	German,Lithuanian,Greek,Latvian,Slovene,Spanish,English,Romanian,French
R19-1155	English,Romanian,Hungarian
2012.eamt-1.37	German,Lithuanian,Greek,Croatian,Latvian,Slovene,English,Romanian,Estonian
L14-1288	
2021.codi-sharedtask.7	German
W18-6423	Estonian
L12-1074	
S07-1108	
2021.hackashop-1.10	Greek,Latin,Russian,English,Estonian
W09-1321	
L12-1243	
R19-1049	
W18-6486	Greek
L12-1193	
W11-2141	Sie,English,German
W09-1314	Swedish
W18-0548	
S07-1109	
P07-2031	
S07-1106	English
W18-1910	English,German,Estonian,Bulgarian
S10-1092	English,Romanian
W19-6701	Chinese
2020.lrec-1.409	Slovak,Croatian,Slovene,Bulgarian,Czech,English,Polish
D18-1528	Spanish,English,Dutch,Danish,French
2020.lrec-1.395	Portuguese,Basque,German,Hungarian,Serbian,Slovene,Russian,Bulgarian,Spanish,English,Dutch,Italian,Danish,Serbo-Croatian,Estonian
L10-1350	
N19-1275	Persian,English,German,French
L18-1595	Russian,English,Estonian
2016.eamt-2.18	Chinese,Japanese,Arabic
S07-1061	English,Romanian
W18-4925	Portuguese,Slovene,Czech,English,Italian,Japanese,Basque,Bulgarian,Maltese,Turkish,Romanian,Polish,German,Hungarian,Lithuanian,Greek,Croatian,Hebrew,Indonesian,Spanish,Hindi,Swedish,French,Arabic,Chinese
L08-1331	
2011.eamt-1.31	Spanish,English,German
2016.amta-users.8	
L08-1404	
L18-1214	
2014.eamt-1.43	German,Hungarian,Lithuanian,Latvian,Polish,Russian,Czech,Spanish,English,Italian,Estonian,French
2020.iwltp-1.17	Russian,Spanish,English,Dutch,Japanese,French
D19-5024	
J86-1004	English
C12-2112	English
L14-1147	
L08-1349	
2018.gwc-1.40	English
W17-4737	English
L08-1447	
S07-1105	English
L14-1350	
S18-1160	English
L04-1197	
2020.iwltp-1.16	
W17-4734	Latvian,English
W17-1406	Slovene
R17-1078	
E06-1020	English,Romanian
L14-1353	
2013.mtsummit-posters.5	Spanish,English,German,French
W14-4203	Serbian,Croatian,Slovene,Danish,Swedish
2013.mtsummit-posters.4	French,Arabic
2009.mtsummit-posters.10	English,Japanese
N04-4016	Japanese
W16-2320	English,Romanian
W05-0817	English,Romanian
C80-1092	Japanese
W13-5619	Latin,Georgian,English,Greenlandic,Norwegian,Estonian,Faroese,Bulgarian,Turkish,Polish,Hungarian,Lithuanian,Greek,Spanish,Swedish,French,Armenian,Icelandic,Latvian,Finnish,Danish,Tamil,Wolof,Urdu
2020.computerm-1.14	Romanian,English,Dutch,French
W12-3138	
W09-0207	English
C94-1040	Spanish,English,Japanese
L04-1119	
L16-1124	Greek,Latvian,English,Slovak
L12-1435	
W06-1416	
W15-4912	German,Lithuanian,Latvian,English,Italian,Estonian,French
2014.tc-1.18	
W02-2206	Korean,English,Japanese
L10-1087	
W19-2207	German,Spanish,English,Dutch,Italian
L12-1554	
L14-1347	
C04-1192	Serbian,Hungarian,Greek,Bulgarian,Czech,English,Turkish,Romanian,Estonian,French
W03-0308	English,Romanian
L00-1035	
L08-1451	
1985.tmi-1.25	
W03-0203	
C96-2195	English,Japanese
W11-3314	Icelandic,Lithuanian,Latvian,Apache,Finnish,Swedish,English,Danish,Norwegian,Estonian
W19-4402	English
L14-1130	
W04-1814	
2011.iwslt-evaluation.13	French
2005.eamt-1.28	German,Spanish,English,Italian,French
L08-1427	
L02-1319	
L14-1257	
2021.nlp4convai-1.9	
2020.nlp4convai-1.4	
L04-1372	
2020.iwltp-1.13	Romanian,English,German
L02-1320	
W10-1708	Spanish,English,German,French
L14-1623	
2009.eamt-1.12	Latvian,English
2021.codi-sharedtask.8	
2011.eamt-1.7	German,Slovak,Lithuanian,Croatian,Latvian,Polish,Russian,Czech,Spanish,English,Italian,Estonian,French
2020.nlp4convai-1.3	German
L08-1184	
L02-1321	
R13-1074	German,Hungarian,Greek,Latin,Latvian,Finnish,Russian,Maltese,English,Italian
D19-5714	Portuguese,Spanish,English,Dutch,Romanian,French
2020.nlp4convai-1.1	Telugu,Bengali,Latin,Punjabi,Gujarati,Marathi,English,Malayalam,Japanese,Hindi,Tamil,Kannada
W16-4025	Polish,Lakon
W09-4608	Latvian,English
L02-1322	
L12-1566	
C02-1140	Japanese,Chinese
L10-1467	
2014.amta-users.7	
W09-0405	German
2020.nlp4convai-1.5	English
L00-1275	
L02-1323	
W09-0411	English
L18-1248	Romanian
2014.amta-users.13	
L02-1312	
2020.nlp4convai-1.7	
C88-2102	Japanese
2013.mtsummit-posters.11	
2009.mtsummit-posters.8	English,French
W17-8002	
W15-1806	Danish,English,German,Arabic
2008.eamt-1.6	English,German,Italian,French
L10-1154	
L02-1348	
2020.nlp4convai-1.6	
D19-5723	
S07-1065	English,Chinese
2009.mtsummit-posters.19	Spanish,English
2022.nlp4convai-1.7	
2009.mtsummit-posters.11	English,German
L18-1678	English,Polish
D19-5724	English
S07-1066	English
2022.nlp4convai-1.8	English
L02-1350	
